Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,Harm Score,Divestment (Y/N),Annual Revenues (Mn) - original,Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,description,Thumbnails,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other ,Tags
United Dairy,Y,OH,150,1954,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,$177.0,$177.00,2018,,,,,,http://www.uniteddairy.com/,OH DRC Spending,,,PrivCo (www.privco.com),,
United Fabrics,Y,NJ,70,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,$14.0,$14.00,2018,,,,,,http://www.unitedfabrics.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),,
United Prison Equipment (UPE),Y,PA,,1984,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,checked,,,,,http://unitedprison.com/,See website,,,,,
United Refrigeration,N,PA,2200,1947,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,"$1,100.0","$1,100.00",2018,,,,,,https://www.uri.com/,TDCJ Spending,,,PrivCo (www.privco.com),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=32389390,
United Rentals,Y,CT,18500,1997,,Matthew John Flannery,,,URI,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,,,,,8,,"$9,351.0","$9,351.00",2019,,,,,,https://www.unitedrentals.com/,California Spending Data - 2018,,,FactSet,,
United Salt Corp,Y,TX,,1928,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,https://unitedsalt.com/,TDCJ Spending,,,,,
United Security,Y,NJ,1200,1992,,,,,,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,,,,,,,$26.0,$26.00,2018,,,,,,https://usisecurity.com,FBOP Spending,,,PrivCo (www.privco.com),,
United Shield International,Y,England,,2005,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,http://us.unitedshield.com/,See website,,,,,
United Site Services,Y,MA,2400,1999,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Maintenance Services,,,,,,,$936.0,$936.00,2018,,,,,,https://www.unitedsiteservices.com/,California Spending Data - 2018,,,PrivCo (www.privco.com),,
United Solutions Company,Y,MA,590,1919,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$120.0,$120.00,2018,,,,,,http://www.unitedsolutions-plastics.com/,FL DOC Spending,,,PrivCo (www.privco.com),,
United Synergy,Y,IN,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.unitedsynergycorp.com/,California Spending Data - 2018,,,,,
United Technologies,Y,CT,205000,1934,,Gregory J. Hayes,,,UTX,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Construction,Construction & Maintenance,Maintenance Services,checked,,11,checked,"$77,046.0","$77,046.00",2019,,,,,,http://www.utc.com/,See NORESCO,https://www.thenation.com/article/creating-military-industrial-immigration-complex/,,FactSet,https://www.carrier.com/carrier/en/rs/news/news-article/carrier_acquires_noresco_to_expand_energy_solutions_capabilities.aspx,
Unitex,Y,MI,,,,Dan Mendelson,,,,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,,,,,,,,,,,https://unitexdirect.com/,https://www.nationalcia.org/2019-exhibitors,,See corrections source,,,
Unitis,Y,CA,,2008,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://unitisonline.com/,California Spending Data - 2018,,,,,
Univar,Y,IL,8600,1924,,David C. Jukes,,,UNVR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,Programs & Labor,Vocation/Industries (Prison Labor),,checked,9,,"$9,286.9","$9,286.90",2019,,,,,,http://www.univar.com/,TDCJ Spending,,See corrections source,FactSet,,
Universal Fabric Structures,Y,PA,,1983,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.ufsinc.com/,http://www.ufsinc.com/applications/correctional-facilities/,,,,,
Universal Health Services,Y,PA,76600,1979,,Alan B. Miller,,,UHS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,Community Corrections,"Probation, Parole, & Other Supervision",,,13,checked,"$11,378.3","$11,378.30",2019,,"$438,800.0",,,,http://www.uhsinc.com/,See Professional Probation Services,,,FactSet,,
Universal Protein Supplements,Y,NJ,,,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,,,,,,,,,,,,,,,https://www.universalnutrition.com/store/html/category.cfm?id=66,NYS DOCCS Spending,,,,,
Universal Security Products,Y,CA,,1970,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Architecture & Engineerging,,,,,,,,checked,,,,,http://universalsecurityproductsinc.com/,See website,,,,,
Universal Waste Systems (dba White House Sanitation),Y,CA,115,1986,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,,,http://uwscompany.com/white-house.html,California Spending Data - 2018,,,PrivCo (www.privco.com),,
University Loft Company,Y,IN,290,1986,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,$81.0,$81.00,2018,,,,,,http://uloft.com/,https://www.nationalcia.org/corporate-members,,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),,
Upifra Sa Corp,Y,Luxembourg,,,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,Security Equipment,,,,,,,,,,,,,,,,,,,,https://espresso.repubblica.it/plus/articoli/2019/04/18/news/beretta-va-in-paradiso-fiscale-1.333922,
Upstate Niagara Coop,Y,NY,932,1965,,Bob Hall,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Food & Commissary,Prison Food,,,,,,,$900.0,$900.00,2019,,,Formed by the merger of Upstate Farms Coop and Niagara Milk Coop,,,https://www.upstateniagara.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
UpToDate,Y,MA,,1992,,,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Healthcare,Medical Records Systems,Data & Information Systems,Medical Records Systems,,,,,,,,,,,,,https://www.uptodate.com/home,California Spending Data - 2018,,,,,
URL Integration,Y,CO,,2002,,,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,,,,,,,,,,,,,http://www.urlintegration.com/,http://www.urlintegration.com/?page_id=426,,,,,
URS Corp,N,CA,50000,1951,2014,,,AECOM,ACM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,Construction & Maintenance,Construction,,,13,checked,"$10,990.7","$10,990.70",2014,,,Acquired by AECOM in 2014 for $6 B; 2014 financials prior to acquisition,,,,TDCJ Spending,,,https://www.sec.gov/Archives/edgar/data/102379/000010237914000017/form10-k.htm#is,http://www.aecom.com/press-releases/aecom-to-acquire-urs-corporation-for-us56-31-per-share-in-cash-and-stock/,
US Armor,Y,CA,,1986,,,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.usarmor.com/,https://www.usarmor.com/about,,,,,
US Bancorp (dba US Bank),Y,MN,400,1968,,AndrewCecere,,,USB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,"Construction, Equipment, & Acquisition Financing",Financial Services,Agency Payment Processing,checked,checked,9,,"$22,986.0","$22,986.00",2019,,,,,,https://www.usbank.com/index.html,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,https://www.greenamerica.org/hidden-workers-fighting-change/sale-now-prison-labor,FactSet,,
US Control Group,Y,CA,,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,,,,,,,,,,,http://www.uscontrolgroup.com/,TDCJ Spending,,,,,
US Federal Solutions,Y,VA,,2009,,,,,,Tier 4 - Small Privately-Owned,Operations & Management,"Procurement, Contracting, & Other Admin Services",,,checked,,,,,,,,,,,,http://www.usfederalsolutions.com/,,GovSpend,,,,
US Foods,Y,IL,25000,1989,,Pietro Satriano,,,USFD,Tier 1b - Publicly Traded - Other,Food & Commissary,Prison Food,,,,,9,,"$25,939.0","$25,939.00",2019,,,,,,https://www.usfoods.com/,California Spending Data - 2018,,,FactSet,,
US Fugitive Recovery & Extradition,Y,MN,,,,,,,,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,,checked,,,,,http://warrants-mn.us/,See website,,,,,
US Lumber Group,Y,GA,560,,2017,Jeff McLendon,Madison Dearborn Partners,,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,7,,$800.0,$800.00,2017,,,Acquired by Madison Dearborn Partners in 2017,,,http://www.uslumber.com,See National Industrial Lumber Company (NILCO),,See corrections source,PrivCo (www.privco.com),https://www.hbsdealer.com/article/us-lumber-lifted-private-equity-money/,
US Prisoner Transport (aka Brevard Extraditions),Y,FL,,2006,2015,,,Prisoner Transportation Services (PTS of America),,Tier 4 - Small Privately-Owned,Transportation,Prison Transportation,,,,,,,,,,checked,,Acquired by Prisoner Transport Services in 2015,,,http://www.usprisonertransport.com/,See website,,,,https://www.themarshallproject.org/2016/08/05/company-in-deadly-prisoner-transportation-investigation-puts-new-safety-measures-in-place,
US Security Systems,Y,AL,4,,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,$2.5,$2.50,2017,checked,,,,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,,,http://correctionalnews.com/wp-content/uploads/2017/11/DEC_Report_17.pdf,,
US Standard Sign,Y,IL,,1992,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.usstandardsign.com/index.html,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003971-T.pdf,,,,,
US Water Service (dba US Water),Y,MN,,1997,2015,,,Allete,ALE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,,,7,,,,,,,Acquired 87% by Allete in 2015 as part of US Water Services for $168 M,,,https://www.uswaterservices.com/,TDCJ Spending,,,,http://investor.allete.com/news-releases/news-release-details/allete-acquire-us-water-services-inc-integrated-water-management,
US Water Services Corp,Y,FL,520,1997,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,$103.0,$103.00,2018,,,,,,http://www.uswatercorp.com/,http://www.dc.state.fl.us/business/contracts/C2802.pdf,,,PrivCo (www.privco.com),,
USA Architects Planners & Interior Designers,Y,NJ,,1985,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,,,,,,,http://www.usaarchitects.com/,http://www.usaarchitects.com/our-work/239,,,,,
USA Datafax,Y,TX,,1985,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.usadatafax.com/,TDCJ Spending,,,,,
Utility Construction Company ,Y,LA,80,,,,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,,,checked,,,,$21.0,$21.00,2018,,,,,,https://ucspower.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Utility Refrigerator,Y,CA,,1931,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,http://www.utilityrefrigerator.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,,,,,
UTSCH,Y,Germany,,1961,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),,checked,,,,,,,,,,,https://www.utsch.com/,https://www.nationalcia.org/corporate-members,,See corrections source,,,
Uvex (formerly Titmus),Y,Bavaria,,1980,2010,,,Honeywell/Sperian,HON,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Programs & Labor,Vocation/Industries (Prison Labor),,,,checked,12,checked,,,,,,Acquired by Honeywell in 2010 as part of Sperian for $1.4 B,,,https://www.uvex.com/en/,http://investigate.afsc.org/screens/prisons,,See corrections source,,http://www51.honeywell.com/honeywell/news-events/press-releases-details/9.15.10AcquisitionofSperianCompleted.html,
V & V Manufacturing,Y,CA,12,1980,,Everett Visk,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.vandvmfg.com/,See website,,,,,
V3Gate,Y,CO,40,2011,,Oscar Valdez,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$225.8,$225.80,2018,,,,,,https://www.v3gate.com/,,GovSpend,,PrivCo (www.privco.com),,
VAI Architects,Y,TX,,1985,,William Vidaud,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,,,,,,,,,http://www.vaiarchitects.com/,TDCJ Spending,,,,http://www.vaiarchitects.com/projects/governmental/,
Valcorp Enterprises,Y,TX,,2015,,James A. Kraeuter,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,http://www.valcorpenterprises.com/,FBOP Spending,,,,https://valcorpenterprises.com/construction/,
Valley Construction Supply,Y,CA,,1992,,,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,http://www.valleyconstructionsupplyinc.com/,California Spending Data - 2018,,,,,
Valley Metro Security,N,TX,,2001,,,,,,Tier 4 - Small Privately-Owned,Personnel,Third Party Staffing,Transportation,Prison Transportation,checked,,,,,,,,,,,,http://www.valleymetro.net/,http://www.valleymetro.net/governmental.php,https://www.freedomforimmigrants.org/detention-statistics/,,,,
Valley Security,Y,IL,,1991,,Steve Straub,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,checked,,,,,https://www.valleysecurityco.com/,See website,,,,,
Valley Services,Y,MS,3000,1960,2013,,,Elior Group,ELIOR-FR,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,,,,checked,11,checked,$400.0,$400.00,2018,,,Acquired by Elior Group as part of TrustHouse Services Group in 2013; a portfolio company of Gryphon Investors,,,http://valleyinc.com/,http://valleyinc.com/services-corrections,,https://www.indeed.com/cmp/Valley-Services-Inc./reviews,PrivCo (www.privco.com),http://elior-na.com/trusthouse-services-group-valley-services-inc-merge/,
Value Added Communications,N,TX,,1988,2011,,American Securities,Global Tel Link (GTL),,Tier 2 - Investment Firm-Owned,Telecom,Prison Communications,,,,,12,checked,$70.7,$70.70,2013,,,Acquired by GTL in 2011,,,http://vaci.com/,See website,,,https://static.prisonpolicy.org/phones/financials/2013/value_added_communications.pdf,http://www.gtl.net/vac/,
Valytics ,Y,VA,80,,,Kay Bird,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$14.4,$14.40,2018,,,,,,http://www.valytics.com/,,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),,PrivCo (www.privco.com),,
Van Bortel Group,Y,NY,375,1985,,Christine Bartel,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Transportation,Agency Transportation,,,,,,,$213.1,$213.10,2018,,,,,,http://www.vanbortelcars.com,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
Van Hook Service,Y,NY,50,,,Edward Van Hook,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,,,,,,,$10.0,$10.00,2018,,,,,,http://www.vanhookservice.com/,NYS DOCCS Spending,,,PrivCo (www.privco.com),,
Vance Outdoors,Y,OH,,1938,,Rich Vance,,,,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,,,,,,,,,,,,,,,https://www.vanceoutdoors.com/,OH DRC Spending,,,,,
Vanguard Group,Y,PA,16600,1975,,Mortimer (Tim) J. Buckley,,,,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,,,checked,,12,checked,"$9,300.0","$9,300.00",2018,,,,,,https://about.vanguard.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,https://news.littlesis.org/2018/06/21/who-is-profiting-from-incarcerating-immigrant-families/,,PrivCo (www.privco.com),,
Vanguard Modular Building Systems,Y,PA,,1998,,Peter V. Eberle,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,,,,,,,,,,,,,,,https://vanguardmodular.com/,https://vanguardmodular.com/corrections/,,,,,
Vanguard Truck Centers,Y,GA,,1989,,Thomas Ewing,,,,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,,,,,,,,,,,https://www.vanguardtrucks.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,,,,,
Vanir Construction Management,Y,CA,390,1980,,Dorene C. Dominguez,,,,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,,,,,,,$85.9,$85.90,2018,,,,,,http://www.vanir.com/,https://www.vanir.com/market-segment-page/justice-facilities/,,,PrivCo (www.privco.com),,
Vanu,Y,MA,70,1998,,Andrew Beard,,,,Tier 4 - Small Privately-Owned,Equipment,Security Technology,,,,,,,$25.0,$25.00,2018,,,Exclusive distribution agreement with Securus,,,http://www.vanu.com/,http://www.vanu.com/solutions/cellular-suppression/,,,PrivCo (www.privco.com),,
Variety Foods,Y,MI,210,1928,,,,,,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,,,,,,,$16.5,$16.50,2018,,,,,,https://www.varietyfoodservices.com/,http://correctionsmarketplace.com/,,,PrivCo (www.privco.com),,
Varsity Brands,Y,TN,9000,1974,2018,Adam Blumefeld,Bain Capital,,,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",,,,,7,,"$1,700.0","$1,700.00",2018,,,Acquired by BainCapital in 2018 for $2.5 B,,,http://www.varsitybrands.com,See BSN Sports,,,PrivCo (www.privco.com),https://www.cnbc.com/2018/06/19/bain-nears-2-point-5-billion-deal-for-cheer-uniform-leader-varsity-brands.html,
Vastec,Y,FL,250,2006,,Richard Salem,,,,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,,,checked,,,,$33.0,$33.00,2018,,,,,,https://www.vastec.com/,,GovSpend,,PrivCo (www.privco.com),,
Vaughn Industries,Y,OH,820,1963,,Tim Vaughn,,,,"Tier 3 - Large Privately-Owned, requires outside financing",Construction & Maintenance,Construction,,,,,,,$240.0,$240.00,2018,,,,,,https://vaughnindustries.com/,OH DRC Spending,,,PrivCo (www.privco.com),,
